SrNo,Health Facility Name,pincode,latitude,longitude,altitude,Facility Type,State_Name,District_Name,Taluka_Name,Unnamed: 10
88219,GUPTI,754225,20.64328,86.8627,0,Primary Health Centre,Odisha,Kendrapara ,Rajnagar,
88226,Gedama SC,756121,21.03846,86.30507,0,SubCentre,Odisha,Kendujhar,Nandipada P.S.,
88227,Dhenkikote PHC,758029,21.49476,85.83467,0,Primary Health Centre,Odisha,Kendujhar,Ghatgaon P.S.,
88230,JAGANATH PRASAD,761121,19.97243,84.78262,0,Community Health Center,Odisha,Ganjam,JAGANNATH PRASAD ,
88253,Jamjhari,762002,20.53442,84.13797,0,SubCentre,Odisha,Kandhamal,Phulabani Town  ,
88260,ANLA,757052,21.70167,86.99034,0,SubCentre,Odisha,Mayurbhanj,Baisinga P.S.,
88263,RAMCHANDRAPUR,755023,20.8321,86.04077,0,Primary Health Centre,Odisha,Jajapur  ,Dharmasala P.S. (P),
88292,Chilida SC,758046,21.75501,85.77064,0,SubCentre,Odisha,Kendujhar,Patana P.S.,
88317,Baunsapokhari SC,759022,20.64147,85.17103,0,SubCentre,Odisha,Dhenkanal,Hindol ,
88332,HENSDA  SC,757045,22.19263,86.10081,0,SubCentre,Odisha,Mayurbhanj,Jamda P.S.(New),
88348,Katikata,754209,20.48519,86.26268,0,SubCentre,Odisha,Cuttack,Nemalo ,
88353,Chimila SC,758047,22.04894,85.5746,0,SubCentre,Odisha,Kendujhar,Champua P.S.,
88378,Borpadar SC,766102,20.29107,83.47311,0,SubCentre,Odisha,Kalahandi,Madanpur Rampur ,
88381,RANKASINGA SC,759128,20.88851,85.14494,0,SubCentre,Odisha,Anugul  ,Banarpal ,
88396,Moter SC,766017,19.70614,82.69905,0,SubCentre,Odisha,Kalahandi,Kokasara ,
88407,BERUNHABADI SC,761032,19.623484,84.89812,0,SubCentre,Odisha,Ganjam,KODALA ,
88439,Patuli SC,,21.00458,86.37106,0,SubCentre,Odisha,Bhadrak,Bhandari Pokhari P.S. ,
88556,BHANDARPURI SC,768042,21.126637,82.721692,0,SubCentre,Odisha,Bargarh,Jharbandha,
88591,KARANJIA SC,757024,21.89395,86.70551,0,SubCentre,Odisha,Mayurbhanj,Baripada Sadar P.S.,
88607,SUBALAYA SC,761111,19.66779,84.7424,0,SubCentre,Odisha,Ganjam,KABISURYANAGAR ,
88623,BARKOTE,768110,21.5358,85.00582,0,Community Health Center,Odisha,Debagarh,Barkot P.S.,
88659,Raidiha PHC,758045,21.65181,85.99483,0,Primary Health Centre,Odisha,Kendujhar,Turumunga P.S.,
88671,SC Ghosaghara,754110,20.09058,86.37161,0,SubCentre,Odisha,Jagatsinghapur ,Balikuda P.S. ,
88705,RADHO SC,757101,21.5388,86.60715,0,SubCentre,Odisha,Mayurbhanj,Udala P.S.,
88710,SC-Marichaguda,765020,0,0,0,SubCentre,Odisha,Rayagada  ,Chandrapur ,
88719,SC Naharana,754119,20.02608,86.33952,0,SubCentre,Odisha,Jagatsinghapur ,Balikuda P.S. ,
88756,JENAPUR,755023,20.85597,86.07256,0,Primary Health Centre,Odisha,Jajapur  ,Dharmasala P.S. (P),
88766,KATARBAGA,768212,21.64356,84.1299,0,Primary Health Centre,Odisha,Sambalpur,Katarbaga P.S.,
88813,DHOLAPITA SC,,20.08808,84.59272,0,SubCentre,Odisha,Ganjam,BHANJANAGAR ,
88919,Kunduli,756080,21.59284,87.12477,0,SubCentre,Odisha,Baleshwar,Singla P.S. ,
88921,Orali PHC,758022,21.12172,86.27818,0,Primary Health Centre,Odisha,Kendujhar,Nandipada P.S.,
88971,MUNDATHAKURA SC,757048,22.23148,86.2522,0,SubCentre,Odisha,Mayurbhanj,Rairangpur P.S.,
89012,Kenduguda,764043,18.83371,82.35289,0,SubCentre,Odisha,Koraput,Boipariguda ,
89016,Chhanagiri,752020,20.045758,85.487049,0,SubCentre,Odisha,Khordha ,Tangi ,
89057,Sananei SC,758047,21.97763,85.66293,0,SubCentre,Odisha,Kendujhar,Champua P.S.,
89118,Srirampur SC,756029,21.60903,87.08397,0,SubCentre,Odisha,Baleshwar,Baleshwar Sadar P.S.(P) ,
89134,OSKANA,754119,20.06908,86.32029,0,Primary Health Centre,Odisha,Jagatsinghapur ,Balikuda P.S. ,
89178,Gudialipadar SC,766001,19.94767,83.20737,0,SubCentre,Odisha,Kalahandi,Sadar ,
89212,CHASAGURJANG SC,759119,21.44541,85.09491,0,SubCentre,Odisha,Anugul  ,Palalahada ,
89220,SC Babujanga,754134,20.38895,86.20083,0,SubCentre,Odisha,Jagatsinghapur ,Jagatsinghapur P.S.,
89235,SC Gadaharishipur,754110,20.06281,86.42527,0,SubCentre,Odisha,Jagatsinghapur ,Ersama P.S. ,
89239,PEDAKONDA,764045,18.46244,81.95839,0,Primary Health Centre,Odisha,Malkangiri  ,Malkangiri ,
89276,Salania CHC,756121,21.08016,86.28049,0,Community Health Center,Odisha,Kendujhar,Nandipada P.S.,
89320,SC Attigam,764075,19.42887,82.28477,0,SubCentre,Odisha,Nabarangapur ,Kosagumuda ,
89365,RABANA,755026,20.91394,86.05215,0,Primary Health Centre,Odisha,Jajapur  ,Kalinganagar P.S. (P),
89369,Turintira,752102,20.157504,85.973416,0,SubCentre,Odisha,Khordha ,Balipatna ,
89388,SC-Dongasil,765015,19.18791,83.172,0,SubCentre,Odisha,Rayagada  ,Kashipur ,
89392,Chakradharaprasad SC,752063,20.2476,85.28994,0,SubCentre,Odisha,Nayagarh  ,Fategarh ,
89435,NUAGAN SC,757084,22.01371,86.83164,0,SubCentre,Odisha,Mayurbhanj,Suliapada P.S.,
89438,BADAPADA,764052,18.11776,82.2355,0,Primary Health Centre,Odisha,Malkangiri  ,Paparmetla ,
89481,Baner SC,766018,19.53127,82.8092,0,SubCentre,Odisha,Kalahandi,Jayapatna ,
89505,Nadiasahaspur,754205,20.60189,86.23379,0,SubCentre,Odisha,Cuttack,Mahanga ,
89520,Kalunga,770031,22.22492,84.72351,0,SubCentre,Odisha,Sundargarh,Lathikata P.S.,
89560,Sankarakhol,762019,20.32443,84.3067,0,SubCentre,Odisha,Kandhamal,Chakapada ,
89565,DAHISAHI,757052,21.68507,86.95539,0,SubCentre,Odisha,Mayurbhanj,Baisinga P.S.,
89596,Mahedeijoda SC,,0,0,0,SubCentre,Odisha,Kendujhar,Kendujhar Sadar P.S.,
89600,SC KHAIRA,766111,20.32088,82.60878,0,SubCentre,Odisha,Nuapada  ,Boden ,
89623,POTANAI,754140,20.26697,86.46958,0,Primary Health Centre,Odisha,Jagatsinghapur ,Paradip P.S. ,
89652,Saradhapur SC,752068,20.05083,85.03175,0,SubCentre,Odisha,Nayagarh  ,Odagaon ,
89676,MUNICIPENTHO SC,761026,19.43263,84.99586,0,SubCentre,Odisha,Ganjam,CHHATRAPUR ,
89715,SONEPUR,767017,20.84237,83.91169,0,District Hospital,Odisha,Sonapur  ,Sonapur ,
89729,SC Jotta,754106,20.19704,86.19391,0,SubCentre,Odisha,Jagatsinghapur ,Jagatsinghapur P.S.,
89736,KUMANDA SC,759143,20.85609,85.08153,0,SubCentre,Odisha,Anugul  ,Banarpal ,
89740,DUKURA,757075,21.79137,86.65957,0,Community Health Center,Odisha,Mayurbhanj,Khunta P.S.,
89814,KASIPALI,768030,21.34056,83.28866,0,SubCentre,Odisha,Bargarh,Melchhamunda,
89822,LARAMBHA SC,768102,21.34259,83.83483,0,SubCentre,Odisha,Bargarh,Attabira,
89870,CHHAMUNDA,761121,19.93722,84.77145,0,Primary Health Centre,Odisha,Ganjam,JAGANNATH PRASAD ,
89875,Sihopara SC,754227,20.7378,86.62718,0,SubCentre,Odisha,Kendrapara ,Rajkanika ,
89888,Simulia,756026,21.65226,87.26764,0,SubCentre,Odisha,Baleshwar,Singla P.S. ,
89918,Bandikar,,19.00668,83.14408,0,SubCentre,Odisha,Koraput,Lakshmipur,
89923,Shyamanagar SC,756033,21.91547,87.15693,0,SubCentre,Odisha,Baleshwar,Jaleswar P.S. ,
89946,Antia SC,755023,20.82032,86.09416,0,SubCentre,Odisha,Jajapur  ,Dharmasala P.S. (P),
89985,KANHEIPUR SC,761029,19.71321,85.11335,0,SubCentre,Odisha,Ganjam,KHALIKOTE ,
90020,Hatibari,,21.33736,84.09421,0,SubCentre,Odisha,Sambalpur,Jujomura P.S.,
90060,Bartanda SC,755018,20.90011,85.98741,0,SubCentre,Odisha,Jajapur  ,Sukinda ,
90074,Baragochha SC,762016,20.69392,83.99365,0,SubCentre,Odisha,Baudh,Manamunda ,
90081,Bisuniapada,754004,20.18931,85.90682,0,SubCentre,Odisha,Khordha ,Balianta ,
90113,Pipilia SC,758045,21.72077,85.88904,0,SubCentre,Odisha,Kendujhar,Turumunga P.S.,
90133,Jeeba SC,761201,18.84075,84.08265,0,SubCentre,Odisha,Gajapati,Serango,
90168,Nadiasahaspur,754205,20.60145,86.23328,0,Primary Health Centre,Odisha,Cuttack,Mahanga ,
90173,GORADA,754138,20.25587,86.38525,0,Primary Health Centre,Odisha,Jagatsinghapur ,Paradip P.S. ,
90177,Barudiposi SC,758017,21.74093,85.77787,0,SubCentre,Odisha,Kendujhar,Patana P.S.,
90214,Arakhapal SC,759023,20.87335,85.68935,0,SubCentre,Odisha,Dhenkanal,Bhuban ,
90215,SC Belanga,764075,19.33112,82.25921,0,SubCentre,Odisha,Nabarangapur ,Kosagumuda ,
90285,MENDHASALA,752054,20.271202,85.69831,0,Community Health Center,Odisha,Khordha ,Bhubaneswar (M.Corp.) P.S.,
90292,SC Badagaon,754108,20.10558,86.29896,0,SubCentre,Odisha,Jagatsinghapur ,Balikuda P.S. ,
90297,Guneibili SC,759023,20.77686,85.54887,0,SubCentre,Odisha,Dhenkanal,Kamakshyanagar ,
90299,Bhusandapur,752021,19.934604,85.495975,0,SubCentre,Odisha,Khordha ,Tangi ,
90305,Kakhara SC,756037,21.77308,87.36584,0,SubCentre,Odisha,Baleshwar,Kamarda P.S. (New),
90315,SARSARA SC,768028,21.29827,83.59944,0,SubCentre,Odisha,Bargarh,Bargarh,
90337,Chordhara,770040,21.93334,85.07559,0,SubCentre,Odisha,Sundargarh,Koida P.S.,
90357,HATIGODA SC,757038,21.5781,86.17271,0,SubCentre,Odisha,Mayurbhanj,Thakurmunda P.S.,
90361,Jharidia SC,756117,20.94047,86.50411,0,SubCentre,Odisha,Bhadrak,Dhamanagar P.S.,
90376,Haladidiha SC,755016,20.73505,86.51739,0,SubCentre,Odisha,Jajapur  ,Binjharpur P.S. (P),
90402,TUKUDA SC,759127,20.87406,84.90249,0,SubCentre,Odisha,Anugul  ,Jarapada ,
90407,Kankadapal SC,759013,20.69119,85.6177,0,SubCentre,Odisha,Dhenkanal,Dhenkanal Sadar ,
90420,Subarnapur Main Sub-Centre,754029,20.4397,85.61228,0,SubCentre,Odisha,Cuttack,Banki  ,
90449,Kantabad,752054,20.313356,85.718996,0,SubCentre,Odisha,Khordha ,Bhubaneswar (M.Corp.) P.S.,
90459,SC Sangurjebhata,767038,20.66773,82.73589,0,SubCentre,Odisha,Balangir,Khaprakhol ,
90477,GOLAMUNDA,766029,20.05873,82.79427,0,Primary Health Centre,Odisha,Kalahandi,Golamunda ,
90492,Remuli PHC,758047,21.96086,85.60659,0,Primary Health Centre,Odisha,Kendujhar,Champua P.S.,
90504,SC DHANKSAR,766107,20.23955,82.77609,0,SubCentre,Odisha,Nuapada  ,Khariar ,
90609,Kanta,,18.335,82.63389,0,SubCentre,Odisha,Koraput,Nandapur ,
90615,KATADA SC,759127,20.91199,84.82293,0,SubCentre,Odisha,Anugul  ,Jarapada ,
90616,AMBADIHA SC,757041,21.60955,86.55847,0,SubCentre,Odisha,Mayurbhanj,Udala P.S.,
90622,Kukudapali,,21.49124,84.10007,0,SubCentre,Odisha,Sambalpur,Jujomura P.S.,
90623,SIMILIGUDA,,18.69641,82.84682,0,Primary Health Centre,Odisha,Koraput,Similiguda ,
90629,BHALUKI,757049,21.99079,86.6294,0,Primary Health Centre,Odisha,Mayurbhanj,Baripada Sadar P.S.,
90681,Parajakhudubi,764081,18.67268,82.63951,0,SubCentre,Odisha,Koraput,Machh kund ,
90683,HATABADRA  SC,757050,22.18584,86.11276,0,SubCentre,Odisha,Mayurbhanj,Badampahar P.S.,
90702,Kudumulugumma,764046,18.44871,82.3126,0,SubCentre,Odisha,Malkangiri  ,Paparmetla ,
90727,Rairpur SC,758045,21.7105,85.84529,0,SubCentre,Odisha,Kendujhar,Turumunga P.S.,
90775,Banspal MC_SC,758018,21.62802,85.41974,0,SubCentre,Odisha,Kendujhar,Nayakote P.S.,
90785,EKTALI SC,757091,21.91221,86.09445,0,SubCentre,Odisha,Mayurbhanj,Jashipur P.S.,
90793,Tyendakura,754134,20.37598,86.26508,0,SubCentre,Odisha,Kendrapara ,Patkura ,
90836,JARIPADA,752022,19.889822,85.403836,0,Primary Health Centre,Odisha,Khordha ,Balugaon ,
90853,SC Golarhat,754289,20.54015,86.3055,0,SubCentre,Odisha,Kendrapara ,Derabish ,
90859,Tikarpada,751002,20.296264,85.824394,0,SubCentre,Odisha,Khordha ,Bhubaneswar (M.Corp.) P.S.,
90876,Belagachhia,754005,20.42482,85.85552,0,SubCentre,Odisha,Cuttack,Barang  ,
90895,Badabanga,943998,19.98604,84.15938,0,SubCentre,Odisha,Kandhamal,Daringbadi,
90903,BIPULING SC,761026,19.396,84.98126,0,SubCentre,Odisha,Ganjam,CHHATRAPUR ,
90915,SC-Illigalpadu,765017,19.32781,83.44436,0,SubCentre,Odisha,Rayagada  ,Seskhal ,
90956,Nuagaon SC,752083,20.2525,84.97429,0,SubCentre,Odisha,Nayagarh  ,Nuagaon ,
90962,KALAPANI SC,768040,21.3667,83.70163,0,SubCentre,Odisha,Bargarh,Bargarh,
90976,SC MOTANUAPADA,766105,20.78376,82.42831,0,SubCentre,Odisha,Nuapada  ,Nuapada,
90987,JAMBAGUA,764063,19.29098,82.5997,0,Primary Health Centre,Odisha,Nabarangapur ,Nabarangapur,
90994,Phulpatharkhol,768108,21.51845,84.76998,0,SubCentre,Odisha,Debagarh,Debagarh P.S.,
91005,Kadobahal,770033,22.36885,84.64055,0,SubCentre,Odisha,Sundargarh,Biramitrapur P.S.,
91017,Dhanbeni SC,758016,21.6488,85.90696,0,SubCentre,Odisha,Kendujhar,Turumunga P.S.,
91032,Gokuleswar SC,766011,20.06603,83.21576,0,SubCentre,Odisha,Kalahandi,Kesinga ,
91065,PADMAGIRI,764045,18.48921,81.91778,0,Primary Health Centre,Odisha,Malkangiri  ,Malkangiri ,
91076,GAMUNDI SC,,19.91666,84.5862,0,SubCentre,Odisha,Ganjam,BHANJANAGAR ,
91112,Talchua SC,754246,20.75705,86.94234,0,SubCentre,Odisha,Kendrapara ,Rajnagar,
91145,Gotomunda SC,766028,19.63534,82.77753,0,SubCentre,Odisha,Kalahandi,Kokasara ,
91150,PARATARA SC,759132,20.84122,85.04368,0,SubCentre,Odisha,Anugul  ,Banarpal ,
91153,Gujudiha SC,756045,21.52875,86.67472,0,SubCentre,Odisha,Baleshwar,Nilagiri P.S. ,
91155,Simar,752061,20.230376,85.477401,0,SubCentre,Odisha,Khordha ,Begunia ,
91196,ALASU,761121,20.02379,84.83916,0,Primary Health Centre,Odisha,Ganjam,JAGANNATH PRASAD ,
91207,Duarsuni SC,766001,19.88716,83.1647,0,SubCentre,Odisha,Kalahandi,Sadar ,
91215,TALSIRGIDA SC,768040,21.33362,83.71739,0,SubCentre,Odisha,Bargarh,Bargarh,
91224,SARADHAPUR-A SC,759132,20.80373,85.08049,0,SubCentre,Odisha,Anugul  ,Anugul ,
91314,Kaniguma SC,766037,19.60791,83.05981,0,SubCentre,Odisha,Kalahandi,Thuamul Rampur ,
91333,UDEIPALI SC,768038,21.40257,83.50919,0,SubCentre,Odisha,Bargarh,Bhatli,
91341,Kotapur SC,755045,20.71046,86.2248,0,SubCentre,Odisha,Jajapur  ,Dharmasala P.S. (P),
91346,JALDIHA,757032,22.03967,86.48431,0,Primary Health Centre,Odisha,Mayurbhanj,Bangiriposi P.S.,
91360,Ghantiali SC,755027,20.74408,86.37188,0,SubCentre,Odisha,Jajapur  ,Binjharpur P.S. (P),
91423,Raidihi,770021,22.10958,84.26017,0,SubCentre,Odisha,Sundargarh,Baragaon P.S.,
91472,Jagannathpur,754204,20.51778,86.17735,0,Others,Odisha,Cuttack,Mahanga ,
91487,BADAKHARIDA,761041,19.54921,84.83681,0,Primary Health Centre,Odisha,Ganjam,PURUSOTTAMPUR,
91515,Bikrampur,764027,18.8345,83.30728,0,SubCentre,Odisha,Koraput,Bandhugaon ,
91522,SULEIKELA,767026,20.52787,83.04061,0,Primary Health Centre,Odisha,Balangir,Khaprakhol ,
91529,R RAGHUNATHPUR,754244,20.43175,86.40894,0,Primary Health Centre,Odisha,Kendrapara ,Marsaghai ,
91540,KALIMELA,764047,18.072428,81.751511,0,Community Health Center,Odisha,Malkangiri  ,Kalimela ,
91543,PANDHDA SC,757053,22.41899,86.04181,0,SubCentre,Odisha,Mayurbhanj,Tiring P.S.,
91555,Benagadia SC,752077,20.32138,85.17074,0,SubCentre,Odisha,Nayagarh  ,Khandapada ,
91557,JAMBANI SC,757040,21.48889,86.53379,0,SubCentre,Odisha,Mayurbhanj,Kaptipada P.S.,
91574,KHINDA SC,759129,20.70835,85.08841,0,SubCentre,Odisha,Anugul  ,Anugul ,
91583,Balipeta,764014,0,0,0,SubCentre,Odisha,Koraput,Narayanpatana ,
91586,Korigaon SC,756117,20.90551,86.40456,0,SubCentre,Odisha,Bhadrak,Bhandari Pokhari P.S. ,
91601,Ratanpur,754010,20.06828,86.09112,0,SubCentre,Odisha,Cuttack,Niali  ,
91609,Balarampur SC,759034,20.67007,85.47966,0,SubCentre,Odisha,Dhenkanal,Motunga ,
91620,Halpudi SC,758019,21.3764,85.39546,0,SubCentre,Odisha,Kendujhar,Telkoi P.S.,
91640,SC Bijapur,764072,19.54322,82.30184,0,SubCentre,Odisha,Nabarangapur ,Jharigan  ,
91659,Bandalo SC,755021,21.00211,86.28338,0,SubCentre,Odisha,Jajapur  ,Jajapur Road P.S.(P) ,
91678,PODAPADAR SC,761026,19.37457,85.02408,0,SubCentre,Odisha,Ganjam,CHHATRAPUR ,
91700,SC DHOLMANDAL,767060,20.53274,82.74992,0,SubCentre,Odisha,Balangir,Kantabanji ,
91733,Golkund PHC,758045,21.60758,86.05846,0,Primary Health Centre,Odisha,Kendujhar,Turumunga P.S.,
91735,Srirampur,756023,21.66586,87.23507,0,SubCentre,Odisha,Baleshwar,Singla P.S. ,
91744,BADA KHAIRA KHAMA SC,761035,19.66016,84.88949,0,SubCentre,Odisha,Ganjam,KODALA ,
91745,ICHHAPUR SC,759127,20.95161,84.74611,0,SubCentre,Odisha,Anugul  ,Handapa ,
91767,BADAGADA MAIN SC,761109,19.64347,84.40669,0,SubCentre,Odisha,Ganjam,BADAGADA ,
91770,KUMELSINGHA,768111,21.38264,83.86468,0,Primary Health Centre,Odisha,Bargarh,Attabira,
91777,FAGU SC,757035,22.03655,85.68259,0,SubCentre,Odisha,Mayurbhanj,Raruan P.S.,
91800,GUMMA,761207,18.9826,84.02479,0,Community Health Center,Odisha,Gajapati,Serango,
91806,SUKINDA,755018,20.9681,85.91324,0,Community Health Center,Odisha,Jajapur  ,Sukinda ,
91835,Sub Divisional Hospital Jeypore,764001,18.86285,82.57484,0,Sub-District Hospital,Odisha,Koraput,Jeypur ,
91892,Mala,754201,20.56359,86.09406,0,SubCentre,Odisha,Cuttack,Jagatpur  ,
91940,Badasuanlo SC,759039,20.92272,85.63257,0,SubCentre,Odisha,Dhenkanal,Kamakshyanagar ,
91947,SC-Manusgaon,765015,19.44175,82.97966,0,SubCentre,Odisha,Rayagada  ,Kashipur ,
92015,Khendra SC,758031,21.85736,85.55255,0,SubCentre,Odisha,Kendujhar,Jhumpura P.S.(P) (New),
92039,Basanti Sindhia SC,756003,21.52719,87.00376,0,SubCentre,Odisha,Baleshwar,Baleshwar Sadar P.S.(P) ,
92041,DT Pada SC,758016,21.69362,85.93229,0,SubCentre,Odisha,Kendujhar,Turumunga P.S.,
92060,BRC PUR,757002,21.8431,86.76352,0,SubCentre,Odisha,Mayurbhanj,Baripada Town P.S.,
92092,DEOKUNDI  SC,757045,22.23609,86.0583,0,SubCentre,Odisha,Mayurbhanj,Jamda P.S.(New),
92093,Gopapali,770033,22.23952,84.78874,0,SubCentre,Odisha,Sundargarh,Lathikata P.S.,
92094,DEBENDRAPUR,757003,21.87165,86.77592,0,SubCentre,Odisha,Mayurbhanj,Baripada Town P.S.,
92136,Kolha Hundula SC,,0,0,0,SubCentre,Odisha,Kendujhar,Joda P.S.,
92138,Nuadihi,768228,21.98508,84.45584,0,SubCentre,Odisha,Sambalpur,Govindpur P.S.,
92174,GUDVELA,767046,20.41347,83.56788,0,Community Health Center,Odisha,Balangir,Tushura ,
92201,SC Itatikiri,754135,20.3616,86.25608,0,SubCentre,Odisha,Jagatsinghapur ,Tirtol P.S. ,
92240,Parmanpur,768200,21.54533,84.10778,0,SubCentre,Odisha,Sambalpur,Dhama P.S.,
92243,Jhurmur,770033,22.34927,84.59711,0,SubCentre,Odisha,Sundargarh,Biramitrapur P.S.,
92247,BARANGA,754005,20.41072,85.82987,0,Primary Health Centre,Odisha,Cuttack,Barang  ,
92249,Dikhitipada,752031,19.789318,85.202408,0,SubCentre,Odisha,Khordha ,Banapur ,
92253,PURUNA BARIPADA SC,757102,21.62411,86.70946,0,SubCentre,Odisha,Mayurbhanj,Khunta P.S.,
92256,Kuanrsar SC,756133,20.79478,86.75985,0,SubCentre,Odisha,Bhadrak,Dhusuri P.S.,
92261,RAIPADA SC,757026,21.64651,86.69111,0,SubCentre,Odisha,Mayurbhanj,Khunta P.S.,
92312,RAIRANGPUR,757042,22.26808,86.17999,0,Sub-District Hospital,Odisha,Mayurbhanj,Rairangpur Town P.S.,
92335,BHIMPUR SC,761004,19.13341,84.60349,0,SubCentre,Odisha,Ganjam,JARADA ,
92346,Khandeita,753011,20.38602,85.91853,0,SubCentre,Odisha,Cuttack,Cuttack (M.Corp.) P.S,
92360,Benamunda SC,758076,21.19979,85.56918,0,SubCentre,Odisha,Kendujhar,Telkoi P.S.,
92390,Amguava,770018,22.30102,84.47217,0,SubCentre,Odisha,Sundargarh,Kutra P.S.,
92419,Cherika,764043,18.86361,82.32121,0,SubCentre,Odisha,Koraput,Boipariguda ,
92486,Deypur SC,766013,19.97401,83.26231,0,SubCentre,Odisha,Kalahandi,Sadar ,
92501,TANGI,754022,20.53439,85.92529,0,Community Health Center,Odisha,Cuttack,Tangi ,
92534,Jharbeda SC,758087,21.54001,85.72421,0,SubCentre,Odisha,Kendujhar,Ghatgaon P.S.,
92571,MAHADEVDIHI,757042,22.38977,86.24906,0,SubCentre,Odisha,Mayurbhanj,Rairangpur Town P.S.,
92608,SC Balisahi,754210,20.57785,86.2924,0,SubCentre,Odisha,Kendrapara ,Derabish ,
92627,ANGARAPADA SC,757035,21.97009,85.83249,0,SubCentre,Odisha,Mayurbhanj,Raruan P.S.,
92635,Badasialimal SC,758033,21.29368,85.77791,0,SubCentre,Odisha,Kendujhar,Harichandanpur P.S.,
92636,KOKSARA,766019,19.66806,82.70196,0,Community Health Center,Odisha,Kalahandi,Kokasara ,
92647,PUDAMARI,761014,19.44031,84.46542,0,Primary Health Centre,Odisha,Ganjam,HINJILI ,
92666,Serenda SC,,0,0,0,SubCentre,Odisha,Kendujhar,Joda P.S.,
92689,JAMURDA SC,768038,21.3691,83.66071,0,SubCentre,Odisha,Bargarh,Bargarh,
92698,Sikharpur PHC N,756086,21.80348,87.20145,0,Primary Health Centre,Odisha,Baleshwar,Jaleswar P.S. ,
92708,SC Katesinghpur,754106,20.26965,86.0945,0,SubCentre,Odisha,Jagatsinghapur ,Jagatsinghapur P.S.,
92736,SC Manigan,764071,19.4646,82.45122,0,SubCentre,Odisha,Nabarangapur ,Paparahandi ,
92738,Daincha,768106,21.20806,84.47434,0,SubCentre,Odisha,Sambalpur,Rairakhol P.S.,
92740,SC Oskana,754119,20.07097,86.3202,0,SubCentre,Odisha,Jagatsinghapur ,Balikuda P.S. ,
92755,LOKAMARI SC,761109,19.67445,84.38737,0,SubCentre,Odisha,Ganjam,BADAGADA ,
92791,Tenkar,764057,19.00845,82.6449,0,SubCentre,Odisha,Koraput,Boriguma ,
92839,Baulabandha,752030,19.808256,85.321376,0,SubCentre,Odisha,Khordha ,Balugaon ,
92861,BADKASIRA SC,757034,21.81924,86.2694,0,SubCentre,Odisha,Mayurbhanj,Jashipur P.S.,
92867,Palasahi SC,756117,20.86468,86.58228,0,SubCentre,Odisha,Bhadrak,Dhamanagar P.S.,
92879,Mahuldia,770044,21.72102,85.0212,0,SubCentre,Odisha,Sundargarh,Banei P.S.,
92901,Upperdiha SC,758027,21.39934,85.90413,0,SubCentre,Odisha,Kendujhar,Ghatgaon P.S.,
92908,GOALAPADA SC,,19.95113,84.62635,0,SubCentre,Odisha,Ganjam,BHANJANAGAR ,
92921,B.KATA,757002,21.95903,86.73592,0,SubCentre,Odisha,Mayurbhanj,Baripada Town P.S.,
92931,CHANDADIHA SC,757026,21.67589,86.73091,0,SubCentre,Odisha,Mayurbhanj,Barsahi P.S.,
92989,Ayeba,754212,20.51078,86.53347,0,SubCentre,Odisha,Kendrapara ,Kendrapara (Urban),
92998,SURANGI,761037,19.03594,84.46665,0,Primary Health Centre,Odisha,Ganjam,JARADA ,
93012,Chintaguda,764027,18.96653,83.29998,0,SubCentre,Odisha,Koraput,Bandhugaon ,
93054,Narayanpur SC,755006,20.84668,86.58986,0,SubCentre,Odisha,Jajapur  ,Mangalpur P.S. ,
93057,TANGARGOAN,770014,22.36784,84.21989,0,Primary Health Centre,Odisha,Sundargarh,Sundargarh Town P.S.,
93078,POKPOKA SC,757093,22.332302,86.497666,0,SubCentre,Odisha,Mayurbhanj,Jharpokharia P.S.,
93092,Kanika,770013,21.88001,83.73497,0,SubCentre,Odisha,Sundargarh,Hemgir P.S.,
93135,BANARPAL SC,759128,20.83878,85.21827,0,SubCentre,Odisha,Anugul  ,Banarpal ,
93141,Barungadia SC,756029,21.64531,87.07052,0,SubCentre,Odisha,Baleshwar,Basta P.S. ,
93176,Sankilo,754207,20.46508,86.22457,0,SubCentre,Odisha,Cuttack,Nemalo ,
93185,SC Nalagunthy,764047,17.87,81.55,0,SubCentre,Odisha,Malkangiri  ,Kalimela ,
93239,SC-Siguri,765002,19.13696,83.49888,0,SubCentre,Odisha,Rayagada  ,Rayagada ,
93277,Asurachapal,769043,22.17665,84.88362,0,SubCentre,Odisha,Sundargarh,Lathikata P.S.,
93279,CHAMPREI SC,757039,21.90311,85.94512,0,SubCentre,Odisha,Mayurbhanj,Raruan P.S.,
93300,Tilipanga SC,762015,20.64846,84.09174,0,SubCentre,Odisha,Baudh,Baunsuni ,
93326,BHIMATALI SC,757087,21.5564,86.55879,0,SubCentre,Odisha,Mayurbhanj,Udala P.S.,
93330,Gaudanuagaon,752064,20.23771,85.41843,0,SubCentre,Odisha,Khordha ,Bolagad ,
93335,SC Kamata,764049,19.34018,82.63391,0,SubCentre,Odisha,Nabarangapur ,Tentulikhunti ,
93342,Materu,764047,18.249763,81.584715,0,SubCentre,Odisha,Malkangiri  ,Motu ,
93392,SHERAGADA SC,761106,19.50906,84.61253,0,SubCentre,Odisha,Ganjam,SERAGAD ,
93396,JAGANNATHPUR SC,759132,20.72251,84.87216,0,SubCentre,Odisha,Anugul  ,Anugul ,
93415,MAHIMUNDA,767002,20.62026,83.55961,0,Primary Health Centre,Odisha,Balangir,Balangir ,
93438,Maliposi SC,758030,21.58162,85.90091,0,SubCentre,Odisha,Kendujhar,Patana P.S.,
